Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
325000.0,Leiria,Leiria,Parceiros e Azoia,Land,NC,,False,0.0,False,,4260.0,,,,,,,,,,4260.0,,,0.0
85000.0,Leiria,Batalha,Batalha,House,NC,,False,0.0,False,1987.0,367.0,,,,,,2.0,,,,212.0,,,1.0
49500.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,1163.0,,,,,,,,,,,,,0.0
40000.0,Leiria,Alvaiázere,Pussos São Pedro,Land,NC,,False,0.0,False,,2500.0,,,,,,,,,,,,,0.0
89000.0,Leiria,Pombal,Pombal,Store,C,,False,0.0,False,,85.0,,,,,,,,,,85.0,,,1.0
70000.0,Leiria,Leiria,Amor,Land,NC,,False,0.0,False,,1200.0,,,,,,,,,,1200.0,,,0.0
535000.0,Leiria,Leiria,Colmeias e Memória,Land,NC,,False,0.0,False,,4050.0,,,,,,,,,,,,,0.0
179000.0,Leiria,Marinha Grande,Marinha Grande,Land,NC,,False,0.0,False,,5000.0,,,,,,,,,,,,,0.0
220000.0,Leiria,Marinha Grande,Marinha Grande,House,NC,,False,0.0,False,1987.0,7148.0,134.0,,,,,5.0,,,,134.0,,,1.0
79500.0,Leiria,Peniche,Atouguia da Baleia,House,NC,,False,0.0,False,1975.0,620.0,620.0,,,,,2.0,,,,62.0,,,2.0
70000.0,Leiria,Leiria,Caranguejeira,House,E,,False,0.0,False,1951.0,1088.0,,,,,,3.0,,,,60.0,,,0.0
700000.0,Leiria,Peniche,Ferrel,House,A+,,False,1.0,True,,214.0,,,,,,6.0,,,,201.0,,,6.0
360000.0,Leiria,Peniche,Ferrel,House,A+,,False,1.0,True,,107.0,,,,,,3.0,,,,111.0,,,3.0
30000.0,Leiria,Porto de Mós,Alvados e Alcaria,Land,NC,,False,0.0,False,,12610.0,,,,,,,,,,,,,0.0
180000.0,Leiria,Castanheira de Pêra,Castanheira de Pêra e Coentral,House,NC,,False,2.0,True,1935.0,2276.0,,,,,,4.0,,,,188.0,,,1.0
171000.0,Leiria,Óbidos,Vau,Land,NC,,False,0.0,False,,742.0,,,,,,,,,,,,,0.0
49000.0,Leiria,Figueiró dos Vinhos,Aguda,House,E,,False,1.0,True,2016.0,166.0,,,,,,2.0,,,,600.0,,,0.0
199000.0,Leiria,Leiria,Marrazes e Barosa,Apartment,F,1st Floor,False,1.0,True,1990.0,101.0,,,,,,3.0,,,,158.0,,,2.0
149000.0,Leiria,Ansião,Pousaflores,House,F,,False,3.0,True,1982.0,208.0,,,,,,8.0,,,,208.0,,,2.0
262000.0,Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro,House,E,,False,0.0,False,1954.0,176.0,126.0,,,,,9.0,,,,120.0,,,6.0
45000.0,Leiria,Alcobaça,Aljubarrota,House,NC,,False,0.0,False,1937.0,2424.0,54.0,,,,,2.0,,,,84.0,,,1.0
180000.0,Leiria,Óbidos,Vau,Land,NC,,False,0.0,False,,786.0,,,,,,,,,,,,,0.0
265000.0,Leiria,Pombal,Pombal,Apartment,NC,3rd Floor,True,1.0,True,2022.0,112.0,,,,,,3.0,,,,163.0,,,2.0
695000.0,Leiria,Caldas da Rainha,Tornada e Salir do Porto,House,A,,False,2.0,True,2019.0,283.0,172.0,,,,,3.0,,,,160.0,,,2.0
66150.0,Leiria,Caldas da Rainha,Santa Catarina,Land,NC,,False,0.0,False,1957.0,5269.0,,,,,,,,,,,,,0.0
49000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,585.0,,,,,,,,,,,,,0.0
49000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,553.0,,,,,,,,,,,,,0.0
118000.0,Leiria,Alvaiázere,Almoster,House,F,,False,3.0,True,1940.0,180.0,,,,,,5.0,,,,2900.0,,,1.0
370000.0,Leiria,Bombarral,Carvalhal,House,F,,False,1.0,True,1937.0,172.0,,,,,,3.0,,,,117.0,,,2.0
113000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Store,B-,Basement Level,False,0.0,False,1985.0,208.0,,,,,,,,,,199.0,,,3.0
89900.0,Leiria,Pombal,Pombal,Store,C,,False,0.0,False,1987.0,80.0,80.0,,,,,0.0,,,,80.0,,,1.0
195000.0,Leiria,Óbidos,Vau,Land,NC,,False,0.0,False,,845.0,,,,,,,,,,,,,0.0
220000.0,Leiria,Óbidos,Vau,Land,NC,,False,0.0,False,,996.0,,,,,,,,,,,,,0.0
135000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Store,C,Ground Floor,False,0.0,False,2000.0,75.0,,,,,,,,,,75.0,,,1.0
95000.0,Leiria,Pombal,Almagreira,Land,NC,,False,0.0,False,,5860.0,,,,,,,,,,,,,0.0
56500.0,Leiria,Caldas da Rainha,Alvorninha,House,NC,,False,0.0,False,1937.0,117.0,97.0,,,,,2.0,,,,97.0,,,0.0
26500.0,Leiria,Caldas da Rainha,Alvorninha,Land,NC,,False,0.0,False,,6350.0,6350.0,,,,,,,,,6350.0,,,0.0
599000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,False,0.0,False,,836.0,836.0,,,,,,,,,836.0,,,0.0
380000.0,Leiria,Alcobaça,Turquel,House,F,,False,0.0,False,1985.0,667.0,296.0,,,,,7.0,,,,176.0,,,1.0
58000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,False,0.0,False,,392.0,,,,,,,,,,,,,0.0
295000.0,Leiria,Alcobaça,São Martinho do Porto,Land,NC,,False,0.0,False,,4950.0,4950.0,,,,,,,,,,,,0.0
95000.0,Leiria,Nazaré,Famalicão,Land,NC,,False,0.0,False,,2000.0,30.0,,,,,,,,,30.0,,,0.0
325000.0,Leiria,Leiria,Regueira de Pontes,House,E,,False,3.0,True,1979.0,8791.0,460.0,,,,,4.0,,,,180.0,,,2.0
220000.0,Leiria,Nazaré,Nazaré,House,D,,False,0.0,False,1951.0,108.0,,,,,,2.0,,,,108.0,,,2.0
26000.0,Leiria,Pombal,Pelariga,Land,NC,,False,0.0,False,,1067.0,,,,,,,,,,,,,0.0
850000.0,Leiria,Leiria,Parceiros e Azoia,House,C,,False,3.0,True,2004.0,1297.0,875.0,,,,,18.0,,,,640.0,,,10.0
1180000.0,Leiria,Leiria,Souto da Carpalhosa e Ortigosa,Farm,NC,,False,0.0,False,,161861.0,,,,,,,,,,,,,0.0
895000.0,Leiria,Alcobaça,"Coz, Alpedriz e Montes",House,C,Ground Floor,False,2.0,True,1995.0,6860.0,303.0,,,,,6.0,,,,178.0,,,5.0
230000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Apartment,F,Ground Floor,False,0.0,False,1986.0,100.0,,,,,,3.0,,,,100.0,,,3.0
25000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Transfer of lease,C,Ground Floor,False,0.0,False,2000.0,75.0,,,,,,,,,,75.0,,,1.0
175000.0,Leiria,Caldas da Rainha,Foz do Arelho,Apartment,F,2nd Floor,False,1.0,True,1998.0,86.0,86.0,,,,,2.0,,,,86.0,,,1.0
140000.0,Leiria,Leiria,Parceiros e Azoia,Land,NC,,False,0.0,False,1960.0,2140.0,2140.0,,,,,0.0,,,,,,,0.0
164000.0,Leiria,Alcobaça,Cela,Land,NC,,False,0.0,False,,2825.0,,,,,,,,,,2825.0,,,0.0
47000.0,Leiria,Alvaiázere,Pussos São Pedro,Land,NC,,False,1.0,True,,4527.0,4527.0,,,,,,,,,4527.0,,,0.0
14000.0,Leiria,Alvaiázere,Pelmá,House,NC,,False,1.0,True,1937.0,50.0,,,,,,1.0,,,,1000.0,,,0.0
1650000.0,Leiria,Nazaré,Nazaré,Investment,NC,,False,3.0,True,1993.0,13120.0,,,,,,,,,,,,,0.0
275000.0,Leiria,Pombal,Pombal,Apartment,NC,3rd Floor,True,1.0,True,2022.0,115.0,,,,,,3.0,,,,165.0,,,2.0
220000.0,Leiria,Caldas da Rainha,Santa Catarina,House,NC,,False,0.0,False,1979.0,6483.0,,,,,,2.0,,,,595.0,,,0.0
129900.0,Leiria,Porto de Mós,Alvados e Alcaria,House,F,,False,2.0,True,1937.0,1000.0,,,,,,3.0,,,,181.0,,,1.0
63500.0,Leiria,Leiria,Maceira,House,NC,,False,0.0,False,1951.0,1280.0,,,,,,2.0,,,,73.0,,,1.0
360000.0,Leiria,Peniche,Ferrel,House,A+,,False,0.0,False,,107.0,,,,,,3.0,,,,100.0,,,3.0
399500.0,Leiria,Leiria,Monte Redondo e Carreira,House,D,,False,1.0,True,2007.0,1220.0,,,,,,3.0,,,,337.0,,,3.0
200000.0,Leiria,Leiria,Parceiros e Azoia,Land,NC,,False,0.0,False,,3743.0,,,,,,,,,,,,,0.0
199000.0,Leiria,Bombarral,Carvalhal,House,D,,False,1.0,True,1979.0,181.0,,,,,,6.0,,,,181.0,,,3.0
244000.0,Leiria,Óbidos,Vau,Land,NC,,False,0.0,False,,1060.0,,,,,,,,,,,,,0.0
60000.0,Leiria,Alvaiázere,Pelmá,House,NC,,False,0.0,False,1954.0,1584.0,,,,,,3.0,,,,134.0,,,1.0
25000.0,Leiria,Alvaiázere,Pussos São Pedro,House,NC,,False,0.0,False,2005.0,1806.0,,,,,,1.0,,,,106.0,,,1.0
110000.0,Leiria,Alcobaça,Aljubarrota,House,NC,,False,0.0,False,1937.0,2631.0,82.0,,,,,2.0,,,,49.0,,,1.0
39000.0,Leiria,Alcobaça,"Coz, Alpedriz e Montes",Land,NC,,False,0.0,False,1957.0,599.0,,,,,,,,,,,,,0.0
369000.0,Leiria,Alcobaça,São Martinho do Porto,Store,D,Ground Floor,False,0.0,False,1987.0,220.0,335.0,,,,,,,,,220.0,,,2.0
120000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Store,D,Ground Floor,False,0.0,False,,103.0,,,,,,,,,,103.0,,,2.0
205000.0,Leiria,Pombal,Pombal,Apartment,NC,3rd Floor,True,1.0,True,2022.0,112.0,,,,,,2.0,,,,163.0,,,2.0
100000.0,Leiria,Peniche,Ferrel,Land,NC,,False,0.0,False,,25000.0,,,,,,,,,,,,,0.0
199000.0,Leiria,Caldas da Rainha,Tornada e Salir do Porto,House,E,,False,0.0,False,1960.0,508.0,,,,,,6.0,,,,170.0,,,3.0
35000.0,Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos e Bairradas,House,F,,False,2.0,True,2006.0,980.0,,,,,,3.0,,,,120.0,,,0.0
395000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Apartment,NC,1st Floor,True,2.0,True,2023.0,165.0,,,,,,4.0,,,,165.0,,,4.0
275000.0,Leiria,Alcobaça,São Martinho do Porto,House,NC,,False,1.0,True,2011.0,6287.0,353.0,,,,,4.0,,,,353.0,,,1.0
115000.0,Leiria,Pombal,Carriço,House,NC,,False,1.0,True,1959.0,1806.0,266.0,,,,,3.0,,,,76.0,,,1.0
39800.0,Leiria,Bombarral,Bombarral e Vale Covo,Land,NC,,False,0.0,False,1966.0,24840.0,24840.0,,,,,,,,,24840.0,,,0.0
65000.0,Leiria,Pombal,Almagreira,Land,NC,,False,0.0,False,,3650.0,,,,,,,,,,,,,0.0
995000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",House,C,,False,3.0,True,2002.0,1253.0,1028.0,,,,,6.0,,,,442.0,,,7.0
71000.0,Leiria,Porto de Mós,Juncal,Land,NC,,False,0.0,False,1990.0,15400.0,,,,,,,,,,,,,0.0
59000.0,Leiria,Leiria,Colmeias e Memória,Land,NC,,False,0.0,False,,4000.0,,,,,,,,,,,,,0.0
55000.0,Leiria,Leiria,Santa Eufémia e Boa Vista,Land,NC,,False,0.0,False,,1400.0,,,,,,,,,,,,,0.0
32000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Land,NC,,False,0.0,False,,900.0,,,,,,,,,,,,,0.0
30000.0,Leiria,Alcobaça,Aljubarrota,Land,NC,,False,0.0,False,,900.0,900.0,,,,,,,,,,,,0.0
55000.0,Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro,Land,NC,,False,0.0,False,2007.0,5382.0,,,,,,,,,,,,,0.0
169000.0,Leiria,Porto de Mós,Porto de Mós - São João Baptista e São Pedro,Apartment,B-,1st Floor,True,1.0,True,2009.0,101.0,65.0,,,,,2.0,,,,165.0,,,2.0
140000.0,Leiria,Peniche,Atouguia da Baleia,Land,NC,,False,0.0,False,,1780.0,,,,,,,,,,,,,0.0
13000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Land,NC,,False,0.0,False,,3850.0,,,,,,,,,,,,,0.0
255000.0,Leiria,Óbidos,"Santa Maria, São Pedro e Sobral da Lagoa",House,D,,False,2.0,True,2000.0,123.0,255.0,,,,,3.0,,,,177.0,,,3.0
65000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,False,0.0,False,,1425.0,,,,,,,,,,,,,0.0
935000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,13691.0,13691.0,,,,,,,,,13691.0,,,0.0
50000.0,Leiria,Peniche,Atouguia da Baleia,Land,NC,,True,0.0,False,,2520.0,,,,,,,,,,,,,0.0
31000.0,Leiria,Alvaiázere,Alvaiázere,House,NC,,False,2.0,True,1940.0,620.0,,,,,,3.0,,,,120.0,,,0.0
499000.0,Leiria,Leiria,Marrazes e Barosa,House,A,,False,3.0,True,2012.0,905.0,,,,,,4.0,,,,402.0,,,3.0
52800.0,Leiria,Leiria,Colmeias e Memória,Land,NC,,False,0.0,False,,3400.0,,,,,,,,,,,,,0.0
4000.0,Leiria,Leiria,Colmeias e Memória,Land,NC,,False,0.0,False,,520.0,,,,,,,,,,,,,0.0
70000.0,Leiria,Porto de Mós,Pedreiras,Land,NC,,False,0.0,False,1990.0,4640.0,,,,,,,,,,,,,0.0
86500.0,Leiria,Leiria,Arrabal,House,F,,False,1.0,True,1951.0,640.0,112.0,,,,,3.0,,,,56.0,,,2.0
35000.0,Leiria,Alvaiázere,Alvaiázere,House,NC,,False,1.0,True,1940.0,50.0,,,,,,1.0,,,,1500.0,,,0.0
1200000.0,Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro,Store,B,,False,0.0,False,1991.0,1200.0,1200.0,,,,,,,,,1200.0,,,2.0
38000.0,Leiria,Pombal,"Guia, Ilha e Mata Mourisca",House,NC,,False,0.0,False,1951.0,2149.0,60.0,,,,,3.0,,,,35.0,,,0.0
101150.0,Leiria,Pombal,"Guia, Ilha e Mata Mourisca",House,NC,,False,2.0,True,1951.0,1175.0,152.0,,,,,2.0,,,,108.0,,,0.0
7500.0,Leiria,Alvaiázere,Pussos São Pedro,Land,NC,,False,0.0,False,,2300.0,,,,,,,,,,,,,0.0
325000.0,Leiria,Alcobaça,Aljubarrota,House,NC,,False,1.0,True,2021.0,636.0,,,,,,4.0,,,,243.0,,,2.0
40000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Land,NC,,False,0.0,False,,9560.0,,,,,,,,,,9500.0,,,0.0
245000.0,Leiria,Alvaiázere,Pussos São Pedro,House,E,,False,3.0,True,1979.0,8100.0,,,,,,4.0,,,,300.0,,,3.0
275000.0,Leiria,Pombal,Almagreira,House,E,,False,2.0,True,2002.0,287.0,,,,,,5.0,,,,287.0,,,3.0
35000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,House,NC,,False,2.0,True,1956.0,129.0,,,,,,4.0,,,,129.0,,,1.0
545000.0,Leiria,Marinha Grande,Marinha Grande,House,B-,,False,3.0,True,2007.0,923.0,,,,,,5.0,,,,194.0,,,5.0
50000.0,Leiria,Pombal,Pelariga,Land,NC,,False,0.0,False,,7170.0,,,,,,,,,,,,,0.0
750000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",House,A+,,False,3.0,True,2020.0,1900.0,502.0,,,,,4.0,,,,369.0,,,6.0
55000.0,Leiria,Peniche,Ferrel,Land,NC,,False,0.0,False,,2800.0,2800.0,,,,,,,,,2800.0,,,0.0
25000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,417.0,,,,,,,,,,,,,0.0
90000.0,Leiria,Alcobaça,Turquel,House,NC,,False,0.0,False,1951.0,4182.0,,,,,,2.0,,,,75.0,,,0.0
158000.0,Leiria,Pombal,Pombal,Apartment,F,2nd Floor,False,1.0,True,1986.0,116.0,,,,,,3.0,,,,116.0,,,0.0
45000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,5892.0,,,,,,,,,,,,,0.0
2150000.0,Leiria,Pombal,Pombal,Other - Commercial,B-,,False,0.0,False,,32152.0,3560.0,,,,,,,,,3549.0,,,10.0
99500.0,Leiria,Leiria,Maceira,House,NC,,False,0.0,False,2002.0,1905.0,,,,,,3.0,,,,170.0,,,0.0
79500.0,Leiria,Bombarral,Bombarral e Vale Covo,Store,B-,Ground Floor,False,0.0,False,,101.0,101.0,,,,,,,,,89.0,,,1.0
35000.0,Leiria,Leiria,Souto da Carpalhosa e Ortigosa,Land,NC,,False,0.0,False,,1650.0,,,,,,0.0,,,,1650.0,,,0.0
25000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Land,NC,,False,0.0,False,,8360.0,,,,,,,,,,,,,0.0
5000.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Land,NC,,False,0.0,False,,400.0,,,,,,,,,,,,,0.0
15000.0,Leiria,Pombal,Vermoil,Land,NC,,False,0.0,False,,8000.0,,,,,,,,,,,,,0.0
32500.0,Leiria,Alcobaça,Aljubarrota,Land,NC,,False,0.0,False,,531.0,,,,,,,,,,,,,0.0
95000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,False,0.0,False,,2080.0,,,,,,,,,,,,,0.0
31500.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,2200.0,,,,,,,,,,,,,0.0
290000.0,Leiria,Nazaré,Nazaré,House,C,,False,2.0,True,2012.0,117.0,,,,,,3.0,,,,170.0,,,3.0
40000.0,Leiria,Leiria,Santa Catarina da Serra e Chainça,Land,NC,,False,0.0,False,,778.0,778.0,,,,,,,,,778.0,,,0.0
1250000.0,Leiria,Alcobaça,Benedita,Land,NC,,False,0.0,False,,29415.0,,,,,,,,,,,,,0.0
55000.0,Leiria,Marinha Grande,Marinha Grande,Store,C,Ground Floor,False,0.0,False,1998.0,55.0,,,,,,,,,,43.0,,,2.0
159900.0,Leiria,Marinha Grande,Marinha Grande,Apartment,E,8th Floor,True,0.0,False,1987.0,120.0,,,,,,3.0,,,,120.0,,,2.0
266000.0,Leiria,Marinha Grande,Marinha Grande,House,NC,,False,0.0,False,1951.0,655.0,480.0,,,,,3.0,,,,480.0,,,0.0
7500.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,580.0,,,,,,,,,,,,,0.0
33900.0,Leiria,Pombal,Pombal,Land,NC,,False,3.0,True,,1100.0,,,,,,,,,,1100.0,,,0.0
25000.0,Leiria,Porto de Mós,Pedreiras,Land,NC,,False,0.0,False,1990.0,2640.0,,,,,,,,,,,,,0.0
76500.0,Leiria,Pedrógão Grande,Pedrógão Grande,House,E,,False,3.0,True,1937.0,47.0,94.0,,,,,1.0,,,,89.0,,,1.0
76000.0,Leiria,Marinha Grande,Marinha Grande,Land,NC,,False,0.0,False,,1119.0,,,,,,,,,,,,,0.0
172000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,4300.0,,,,,,,,,,,,,0.0
135000.0,Leiria,Pombal,Pombal,Store,C,,False,1.0,True,2003.0,147.0,,,,,,0.0,,,,147.0,,,0.0
6000.0,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Garage,NC,Basement Level,False,0.0,False,,16.0,,,,,,,,,,16.0,,,0.0
250000.0,Leiria,Leiria,Parceiros e Azoia,Apartment,B-,1st Floor,True,1.0,True,2003.0,130.0,150.0,,,,,3.0,,,,130.0,,,2.0
375000.0,Leiria,Alcobaça,Maiorga,House,NC,,False,1.0,True,2021.0,231.0,,,,,,4.0,,,,231.0,,,3.0
25000.0,Leiria,Alcobaça,Bárrio,Land,NC,,False,0.0,False,1957.0,5000.0,,,,,,,,,,,,,0.0
200000.0,Leiria,Pombal,Pombal,Apartment,NC,2nd Floor,True,1.0,True,2022.0,88.0,,,,,,2.0,,,,116.0,,,2.0
215000.0,Leiria,Porto de Mós,Arrimal e Mendiga,House,F,,False,1.0,True,1937.0,1040.0,344.0,,,,,2.0,,,,525.0,,,1.0
390000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Store,C,Ground Floor,False,0.0,False,1988.0,390.0,,,,,,,,,,390.0,,,0.0
230000.0,Leiria,Pombal,Pombal,Apartment,NC,Ground Floor,True,1.0,True,2022.0,100.0,,,,,,2.0,,,,181.0,,,2.0
255000.0,Leiria,Pombal,Pombal,Apartment,NC,1st Floor,True,1.0,True,2022.0,115.0,,,,,,3.0,,,,161.0,,,2.0
310500.0,Leiria,Marinha Grande,Marinha Grande,House,D,,False,2.0,True,1969.0,2370.0,,,,,,6.0,,,,294.0,,,0.0
590000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Apartment,F,5th Floor,True,2.0,True,1979.0,255.0,255.0,,,,,5.0,,,,255.0,,,3.0
295000.0,Leiria,Leiria,Maceira,Building,NC,,False,0.0,False,1988.0,1242.0,,,,,,,,,,196.0,,,0.0
37000.0,Leiria,Caldas da Rainha,A dos Francos,Land,NC,,False,0.0,False,,1750.0,331.0,,,,,,,,,176.0,,,0.0
43500.0,Leiria,Leiria,Amor,Land,NC,,False,0.0,False,,1360.0,,,,,,,,,,,,,0.0
249000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Apartment,E,5th Floor,True,0.0,False,1995.0,178.0,,,,,,4.0,,,,160.0,,,3.0
360000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Land,NC,,False,0.0,False,,5448.0,,,,,,0.0,,,,5448.0,,,0.0
24900.0,Leiria,Alvaiázere,Alvaiázere,House,F,,False,2.0,True,1940.0,80.0,,,,,,2.0,,,,900.0,,,0.0
250000.0,Leiria,Nazaré,Valado dos Frades,House,NC,Ground Floor,False,2.0,True,1974.0,71.0,,,,,,3.0,,,,71.0,,,2.0
133000.0,Leiria,Pombal,Carriço,House,E,,False,1.0,True,1977.0,345.0,,,,,,3.0,,,,149.0,,,1.0
97000.0,Leiria,Alcobaça,Aljubarrota,Land,NC,,False,0.0,False,,24850.0,,,,,,,,,,,,,0.0
245000.0,Leiria,Pombal,Pombal,Apartment,NC,1st Floor,True,1.0,True,2022.0,112.0,,,,,,3.0,,,,163.0,,,2.0
540000.0,Leiria,Nazaré,Nazaré,Land,NC,,False,0.0,False,,945.0,,,,,,,,,,,,,0.0
150000.0,Leiria,Marinha Grande,Marinha Grande,Land,NC,,False,0.0,False,,2068.0,,,,,,,,,,2068.0,,,0.0
67500.0,Leiria,Alvaiázere,Alvaiázere,House,F,1st Floor,False,1.0,True,1952.0,77.0,77.0,,,,,4.0,,,,77.0,,,4.0
190000.0,Leiria,Caldas da Rainha,Vidais,Farm,NC,,False,3.0,True,,12217.0,,,,,,,,,,402.0,,,0.0
143303.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Apartment,NC,1st Floor,True,1.0,True,1970.0,85.0,,,,,,2.0,,,,85.0,,,0.0
155701.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Apartment,NC,1st Floor,True,1.0,True,1970.0,102.0,,,,,,2.0,,,,102.0,,,2.0
775000.0,Leiria,Óbidos,Vau,House,A,,False,2.0,True,,386.0,,,,,,3.0,,,,135.0,,,3.0
6000.0,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Garage,NC,Basement Level,False,0.0,False,,17.0,,,,,,,,,,17.0,,,0.0
145000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Apartment,C,Ground Floor,False,1.0,True,1990.0,109.0,,,,,,3.0,,,,120.0,,,2.0
95000.0,Leiria,Pombal,Pombal,Land,NC,,False,0.0,False,,7042.0,,,,,,,,,,,,,0.0
80000.0,Leiria,Porto de Mós,Calvaria de Cima,Land,NC,,False,0.0,False,1990.0,2440.0,,,,,,,,,,,,,0.0
115000.0,Leiria,Alcobaça,Alcobaça e Vestiaria,Store,NC,,False,0.0,False,1991.0,70.0,,,,,,,,,,70.0,,,1.0
110000.0,Leiria,Peniche,Ferrel,Land,NC,,False,0.0,False,,187.0,,,,,,,,,,,,,0.0
110000.0,Leiria,Peniche,Ferrel,Land,NC,,False,0.0,False,,187.0,,,,,,,,,,,,,0.0
12000.0,Leiria,Figueiró dos Vinhos,Aguda,House,NC,,False,0.0,False,1937.0,101.0,69.0,,,,,1.0,,,,60.0,,,0.0
12000.0,Leiria,Figueiró dos Vinhos,Aguda,Other - Residential,NC,,False,0.0,False,1937.0,352.0,212.0,,,,,2.0,,,,200.0,,,0.0
270000.0,Leiria,Pombal,Pombal,Apartment,NC,2nd Floor,True,1.0,True,2022.0,115.0,,,,,,3.0,,,,165.0,,,2.0
87500.0,Leiria,Alcobaça,Pataias e Martingança,Land,NC,,False,0.0,False,,653.0,,,,,,,,,,,,,0.0
590000.0,Leiria,Óbidos,Vau,Building,E,,False,0.0,False,1937.0,1639.0,1198.0,,,,,,,,,1016.0,,,0.0
260000.0,Leiria,Pombal,Pombal,Apartment,NC,Ground Floor,True,1.0,True,2022.0,117.0,,,,,,3.0,,,,177.0,,,2.0
37000.0,Leiria,Alvaiázere,Alvaiázere,House,NC,,False,3.0,True,1940.0,1340.0,123.0,,,,,2.0,,,,120.0,,,0.0
150000.0,Leiria,Peniche,Peniche,Land,NC,,False,0.0,False,,313.0,,,,,,,,,,,,,0.0
60000.0,Leiria,Óbidos,A dos Negros,Land,NC,,False,0.0,False,,2240.0,,,,,,,,,,2240.0,,,0.0
248000.0,Leiria,Peniche,Serra D'El Rei,House,D,Ground Floor,False,1.0,True,2002.0,253.0,193.0,,,,,2.0,,,,193.0,,,2.0
24920.0,Leiria,Alvaiázere,Maçãs de Dona Maria,Store,NC,,False,0.0,False,,36.0,,,,,,,,,,,,,0.0
820000.0,Leiria,Óbidos,Vau,House,A,,False,2.0,True,,439.0,,,,,,3.0,,,,140.0,,,3.0
199000.0,Leiria,Peniche,Ferrel,Land,B,,False,0.0,False,,436.0,,,,,,,,,,,,,0.0
200000.0,Leiria,Pombal,Pombal,Apartment,NC,2nd Floor,True,1.0,True,2022.0,87.0,,,,,,2.0,,,,119.0,,,2.0
260000.0,Leiria,Pombal,Pombal,Apartment,NC,2nd Floor,True,1.0,True,2022.0,112.0,,,,,,3.0,,,,164.0,,,2.0
195000.0,Leiria,Pombal,Pombal,Apartment,NC,1st Floor,True,1.0,True,2022.0,88.0,,,,,,2.0,,,,116.0,,,2.0
39900.0,Leiria,Leiria,Arrabal,Land,NC,,False,0.0,False,,2525.0,,,,,,,,,,2525.0,,,0.0
42500.0,Leiria,Marinha Grande,Marinha Grande,Land,NC,,False,0.0,False,1950.0,445.0,445.0,,,,,,,,,445.0,,,0.0
69000.0,Leiria,Leiria,Amor,Land,NC,,False,0.0,False,,2052.0,110.0,,,,,,,,,220.0,,,0.0
158000.0,Leiria,Caldas da Rainha,Vidais,House,E,,False,1.0,True,1951.0,220.0,,,,,,3.0,,,,84.0,,,1.0
220000.0,Leiria,Pombal,Pombal,Apartment,NC,Ground Floor,True,1.0,True,2022.0,104.0,,,,,,2.0,,,,136.0,,,2.0
